id,idv,slug,version,required_game,required_game_version,required_modloader,required_modloader_version,required_runtime,required_runtime_version,url_modpack,url_modpack_version,
72,2041,ftb-lite-2,1.1.10,minecraft,1.6.4,forge,9.11.1.965,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/72,https://api.feed-the-beast.com/v1/modpacks/public/modpack/72/2041,
73,192,magic-world,7.2.0,minecraft,1.4.7,forge,6.6.2.534,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/73,https://api.feed-the-beast.com/v1/modpacks/public/modpack/73/192,
74,193,mindcrack-pack,8.3.2,minecraft,1.4.7,forge,6.6.2.534,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/74,https://api.feed-the-beast.com/v1/modpacks/public/modpack/74/193,
75,197,ftb-tech-world,1.2.0,minecraft,1.4.7,forge,6.6.2.534,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/75,https://api.feed-the-beast.com/v1/modpacks/public/modpack/75/197,
76,199,ftb-ultimate,1.1.2,minecraft,1.4.7,forge,6.6.2.534,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/76,https://api.feed-the-beast.com/v1/modpacks/public/modpack/76/199,
77,202,yogcraft-modpack,1.0.0,minecraft,1.4.7,forge,6.6.2.534,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/77,https://api.feed-the-beast.com/v1/modpacks/public/modpack/77/202,
78,207,ftb-mage-quest,1.2.0,minecraft,1.7.10,forge,10.13.4.1614,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/78,https://api.feed-the-beast.com/v1/modpacks/public/modpack/78/207,
79,209,ftb-presents-direwolf20-116,1.0.0,minecraft,1.16.4,forge,35.1.13,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/209,
79,210,ftb-presents-direwolf20-116,1.1.0,minecraft,1.16.4,forge,35.1.13,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/210,
79,211,ftb-presents-direwolf20-116,1.1.1,minecraft,1.16.4,forge,35.1.13,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/211,
79,212,ftb-presents-direwolf20-116,1.1.2,minecraft,1.16.4,forge,35.1.13,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/212,
79,213,ftb-presents-direwolf20-116,1.2.0,minecraft,1.16.4,forge,35.1.15,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/213,
79,217,ftb-presents-direwolf20-116,1.3.0,minecraft,1.16.4,forge,35.1.36,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/217,
79,218,ftb-presents-direwolf20-116,1.3.1,minecraft,1.16.4,forge,35.1.36,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/218,
79,219,ftb-presents-direwolf20-116,1.4.0,minecraft,1.16.4,forge,35.1.36,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/219,
79,220,ftb-presents-direwolf20-116,1.4.1,minecraft,1.16.4,forge,35.1.36,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/220,
79,221,ftb-presents-direwolf20-116,1.5.0,minecraft,1.16.4,forge,35.1.36,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/221,
79,222,ftb-presents-direwolf20-116,1.5.1,minecraft,1.16.4,forge,35.1.36,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/222,
79,223,ftb-presents-direwolf20-116,1.6.0,minecraft,1.16.5,forge,36.0.14,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/223,
79,224,ftb-presents-direwolf20-116,1.6.1,minecraft,1.16.5,forge,36.0.14,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/224,
79,2034,ftb-presents-direwolf20-116,1.7.0,minecraft,1.16.5,forge,36.0.45,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/2034,
79,2044,ftb-presents-direwolf20-116,1.8.0,minecraft,1.16.5,forge,36.1.4,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/2044,
79,2045,ftb-presents-direwolf20-116,1.9.0,minecraft,1.16.5,forge,36.1.4,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/2045,
79,2054,ftb-presents-direwolf20-116,1.10.0,minecraft,1.16.5,forge,36.1.23,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/2054,
79,2055,ftb-presents-direwolf20-116,1.10.1,minecraft,1.16.5,forge,36.1.23,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/2055,
79,2067,ftb-presents-direwolf20-116,1.11.0,minecraft,1.16.5,forge,36.2.2,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/2067,
79,2096,ftb-presents-direwolf20-116,1.12.0,minecraft,1.16.5,forge,36.2.9,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/2096,
79,2108,ftb-presents-direwolf20-116,1.13.0,minecraft,1.16.5,forge,36.2.22,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/2108,
79,2111,ftb-presents-direwolf20-116,1.13.1,minecraft,1.16.5,forge,36.2.22,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/2111,
79,2113,ftb-presents-direwolf20-116,1.13.2,minecraft,1.16.5,forge,36.2.22,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79,https://api.feed-the-beast.com/v1/modpacks/public/modpack/79/2113,
80,225,ftb-endeavour,1.0.0,minecraft,1.16.5,forge,36.0.42,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80/225,
80,2035,ftb-endeavour,1.1.0,minecraft,1.16.5,forge,36.0.58,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80/2035,
80,2036,ftb-endeavour,1.1.1,minecraft,1.16.5,forge,36.0.58,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80/2036,
80,2043,ftb-endeavour,1.2.0,minecraft,1.16.5,forge,36.1.4,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80/2043,
80,2046,ftb-endeavour,1.3.0,minecraft,1.16.5,forge,36.1.4,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80/2046,
80,2053,ftb-endeavour,1.4.0,minecraft,1.16.5,forge,36.1.16,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80/2053,
80,2068,ftb-endeavour,1.5.0,minecraft,1.16.5,forge,36.2.2,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80/2068,
80,2091,ftb-endeavour,1.6.0,minecraft,1.16.5,forge,36.2.9,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80/2091,
80,2094,ftb-endeavour,1.7.0,minecraft,1.16.5,forge,36.2.9,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80/2094,
80,2102,ftb-endeavour,1.8.0,minecraft,1.16.5,forge,36.2.19,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80/2102,
80,2112,ftb-endeavour,1.9.0,minecraft,1.16.5,forge,36.2.23,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80,https://api.feed-the-beast.com/v1/modpacks/public/modpack/80/2112,
86,2050,ftb-cotton,1.0.0,minecraft,1.16.5,fabric,0.11.3,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/86,https://api.feed-the-beast.com/v1/modpacks/public/modpack/86/2050,
86,2057,ftb-cotton,1.1.0,minecraft,1.16.5,fabric,0.11.3,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/86,https://api.feed-the-beast.com/v1/modpacks/public/modpack/86/2057,
88,2061,ftb-academy-116,1.0.1,minecraft,1.16.5,forge,36.1.4,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/88,https://api.feed-the-beast.com/v1/modpacks/public/modpack/88/2061,
88,2062,ftb-academy-116,1.1.0,minecraft,1.16.5,forge,36.1.4,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/88,https://api.feed-the-beast.com/v1/modpacks/public/modpack/88/2062,
88,2077,ftb-academy-116,1.2.0,minecraft,1.16.5,forge,36.2.2,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/88,https://api.feed-the-beast.com/v1/modpacks/public/modpack/88/2077,
88,2110,ftb-academy-116,1.3.0,minecraft,1.16.5,forge,36.2.22,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/88,https://api.feed-the-beast.com/v1/modpacks/public/modpack/88/2110,
88,2338,ftb-academy-116,1.4.0,minecraft,1.16.5,forge,36.2.34,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/88,https://api.feed-the-beast.com/v1/modpacks/public/modpack/88/2338,
90,2065,ftb-university-116,1.0.0,minecraft,1.16.5,forge,36.2.2,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90/2065,
90,2066,ftb-university-116,1.1.0,minecraft,1.16.5,forge,36.2.2,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90/2066,
90,2073,ftb-university-116,1.2.0,minecraft,1.16.5,forge,36.2.2,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90/2073,
90,2087,ftb-university-116,1.3.0,minecraft,1.16.5,forge,36.2.4,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90/2087,
90,2107,ftb-university-116,1.4.0,minecraft,1.16.5,forge,36.2.22,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90/2107,
90,2116,ftb-university-116,1.5.0,minecraft,1.16.5,forge,36.2.22,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90/2116,
90,2136,ftb-university-116,1.6.0,minecraft,1.16.5,forge,36.2.35,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90/2136,
90,2227,ftb-university-116,1.6.1,minecraft,1.16.5,forge,36.2.35,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90/2227,
90,2232,ftb-university-116,1.7.0,minecraft,1.16.5,forge,36.2.35,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90/2232,
90,2326,ftb-university-116,1.8.0,minecraft,1.16.5,forge,36.2.35,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90/2326,
90,12146,ftb-university-116,1.9.0,minecraft,1.16.5,forge,36.2.39,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90,https://api.feed-the-beast.com/v1/modpacks/public/modpack/90/12146,
91,2078,ftb-oceanblock,1.0.0,minecraft,1.16.5,forge,36.2.4,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2078,
91,2079,ftb-oceanblock,1.0.1,minecraft,1.16.5,forge,36.2.4,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2079,
91,2080,ftb-oceanblock,1.1.0,minecraft,1.16.5,forge,36.2.4,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2080,
91,2081,ftb-oceanblock,1.2.0,minecraft,1.16.5,forge,36.2.4,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2081,
91,2083,ftb-oceanblock,1.3.0,minecraft,1.16.5,forge,36.2.8,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2083,
91,2084,ftb-oceanblock,1.4.0,minecraft,1.16.5,forge,36.2.8,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2084,
91,2085,ftb-oceanblock,1.4.1,minecraft,1.16.5,forge,36.2.8,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2085,
91,2086,ftb-oceanblock,1.5.0,minecraft,1.16.5,forge,36.2.8,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2086,
91,2089,ftb-oceanblock,1.6.0,minecraft,1.16.5,forge,36.2.8,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2089,
91,2090,ftb-oceanblock,1.7.0,minecraft,1.16.5,forge,36.2.9,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2090,
91,2092,ftb-oceanblock,1.8.0,minecraft,1.16.5,forge,36.2.9,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2092,
91,2093,ftb-oceanblock,1.9.0,minecraft,1.16.5,forge,36.2.9,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2093,
91,2103,ftb-oceanblock,1.10.0,minecraft,1.16.5,forge,36.2.19,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2103,
91,2104,ftb-oceanblock,1.10.1,minecraft,1.16.5,forge,36.2.19,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2104,
91,2105,ftb-oceanblock,1.11.0,minecraft,1.16.5,forge,36.2.20,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2105,
91,2117,ftb-oceanblock,1.12.0,minecraft,1.16.5,forge,36.2.33,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2117,
91,2139,ftb-oceanblock,1.13.0,minecraft,1.16.5,forge,36.2.33,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2139,
91,2230,ftb-oceanblock,1.14.0,minecraft,1.16.5,forge,36.2.33,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2230,
91,2242,ftb-oceanblock,1.15.0,minecraft,1.16.5,forge,36.2.39,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2242,
91,2245,ftb-oceanblock,1.15.1,minecraft,1.16.5,forge,36.2.39,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/2245,
91,6495,ftb-oceanblock,1.16.0,minecraft,1.16.5,forge,36.2.39,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91,https://api.feed-the-beast.com/v1/modpacks/public/modpack/91/6495,
93,2097,ftb-ultimate-anniversary-edition,1.0.0,minecraft,1.16.5,forge,36.2.9,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93/2097,
93,2098,ftb-ultimate-anniversary-edition,1.0.1,minecraft,1.16.5,forge,36.2.9,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93/2098,
93,2099,ftb-ultimate-anniversary-edition,1.0.2,minecraft,1.16.5,forge,36.2.9,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93/2099,
93,2100,ftb-ultimate-anniversary-edition,1.0.3,minecraft,1.16.5,forge,36.2.9,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93/2100,
93,2101,ftb-ultimate-anniversary-edition,1.0.4,minecraft,1.16.5,forge,36.2.9,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93/2101,
93,2106,ftb-ultimate-anniversary-edition,1.1.0,minecraft,1.16.5,forge,36.2.22,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93/2106,
93,2109,ftb-ultimate-anniversary-edition,1.2.0,minecraft,1.16.5,forge,36.2.22,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93/2109,
93,2114,ftb-ultimate-anniversary-edition,1.3.0,minecraft,1.16.5,forge,36.2.26,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93/2114,
93,12072,ftb-ultimate-anniversary-edition,1.3.1,minecraft,1.16.5,forge,36.2.26,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93/12072,
93,12179,ftb-ultimate-anniversary-edition,1.4.0,minecraft,1.16.5,forge,36.2.26,java,8.0.312+7,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93,https://api.feed-the-beast.com/v1/modpacks/public/modpack/93/12179,
94,2119,ftb-chocolate,1.0.0,minecraft,1.18.2,forge,40.0.52,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/94,https://api.feed-the-beast.com/v1/modpacks/public/modpack/94/2119,
94,2120,ftb-chocolate,1.1.0,minecraft,1.18.2,forge,40.1.0,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/94,https://api.feed-the-beast.com/v1/modpacks/public/modpack/94/2120,
95,2125,ftb-presents-direwolf20-118,1.0.0,minecraft,1.18.2,forge,40.1.19,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2125,
95,2126,ftb-presents-direwolf20-118,1.1.0,minecraft,1.18.2,forge,40.1.20,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2126,
95,2127,ftb-presents-direwolf20-118,1.2.0,minecraft,1.18.2,forge,40.1.20,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2127,
95,2131,ftb-presents-direwolf20-118,1.3.0,minecraft,1.18.2,forge,40.1.25,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2131,
95,2132,ftb-presents-direwolf20-118,1.3.1,minecraft,1.18.2,forge,40.1.25,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2132,
95,2135,ftb-presents-direwolf20-118,1.4.0,minecraft,1.18.2,forge,40.1.47,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2135,
95,2138,ftb-presents-direwolf20-118,1.4.1,minecraft,1.18.2,forge,40.1.47,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2138,
95,2141,ftb-presents-direwolf20-118,1.5.0,minecraft,1.18.2,forge,40.1.47,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2141,
95,2142,ftb-presents-direwolf20-118,1.5.1,minecraft,1.18.2,forge,40.1.47,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2142,
95,2225,ftb-presents-direwolf20-118,1.6.0,minecraft,1.18.2,forge,40.1.52,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2225,
95,2228,ftb-presents-direwolf20-118,1.6.1,minecraft,1.18.2,forge,40.1.52,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2228,
95,2233,ftb-presents-direwolf20-118,1.7.0,minecraft,1.18.2,forge,40.1.54,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2233,
95,2234,ftb-presents-direwolf20-118,1.8.0,minecraft,1.18.2,forge,40.1.67,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2234,
95,2236,ftb-presents-direwolf20-118,1.9.0,minecraft,1.18.2,forge,40.1.69,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2236,
95,2239,ftb-presents-direwolf20-118,1.9.1,minecraft,1.18.2,forge,40.1.69,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2239,
95,2292,ftb-presents-direwolf20-118,1.10.2,minecraft,1.18.2,forge,40.1.84,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2292,
95,2299,ftb-presents-direwolf20-118,1.10.3,minecraft,1.18.2,forge,40.1.84,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/2299,
95,6434,ftb-presents-direwolf20-118,1.11.0,minecraft,1.18.2,forge,40.2.1,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95,https://api.feed-the-beast.com/v1/modpacks/public/modpack/95/6434,
96,2133,ftb-plexiglass-mountain,1.0.0,minecraft,1.18.2,forge,40.1.31,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96/2133,
96,2134,ftb-plexiglass-mountain,1.0.1,minecraft,1.18.2,forge,40.1.31,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96/2134,
96,2137,ftb-plexiglass-mountain,1.0.2,minecraft,1.18.2,forge,40.1.31,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96/2137,
96,2224,ftb-plexiglass-mountain,1.1.0,minecraft,1.18.2,forge,40.1.52,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96/2224,
96,2226,ftb-plexiglass-mountain,1.1.1,minecraft,1.18.2,forge,40.1.52,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96/2226,
96,2261,ftb-plexiglass-mountain,1.2.0,minecraft,1.18.2,forge,40.1.76,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96/2261,
96,2274,ftb-plexiglass-mountain,1.2.1,minecraft,1.18.2,forge,40.1.84,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96/2274,
96,2284,ftb-plexiglass-mountain,1.2.2,minecraft,1.18.2,forge,40.1.84,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96/2284,
96,2289,ftb-plexiglass-mountain,1.2.3,minecraft,1.18.2,forge,40.1.84,java,17.0.2+8,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96,https://api.feed-the-beast.com/v1/modpacks/public/modpack/96/2289,
